filename,talknet_score,face_reco_score
/raid/nayak/cropped/pycrop/2017-04-08_0007/002-00000.avi,ERR,0.0
/raid/nayak/cropped/pycrop/2014-04-05_0025/001-00000.avi,ERR,0.0
/raid/nayak/cropped/pycrop/2014-04-05_0025/002-00001.avi,1.8095866139029737,1.0
/raid/nayak/cropped/pycrop/2017-01-28_0027/001-00000.avi,-1.093562499160568,0.75
/raid/nayak/cropped/pycrop/2017-01-28_0027/003-00002.avi,-1.2327710924378361,0.7058823529411765
/raid/nayak/cropped/pycrop/2017-01-28_0027/002-00001.avi,2.3888266215265026,0.9855072463768116
/raid/nayak/cropped/pycrop/2013-06-01_0009/001-00000.avi,2.392678555695429,0.75
/raid/nayak/cropped/pycrop/2015-03-07_0009/001-00000.avi,2.65853685227902,1.0
/raid/nayak/cropped/pycrop/2015-03-07_0009/002-00001.avi,-1.577521367664011,0.0
/raid/nayak/cropped/pycrop/2017-06-17_0016/001-00000.avi,-1.6903846342594198,1.0
/raid/nayak/cropped/pycrop/2017-06-17_0016/002-00001.avi,3.1542975172687826,0.12
/raid/nayak/cropped/pycrop/2016-03-05_0008/001-00000.avi,3.3080256440547795,0.0
/raid/nayak/cropped/pycrop/2014-11-22_0008/001-00000.avi,2.685634421144602,0.0
/raid/nayak/cropped/pycrop/2015-08-29_0028/001-00000.avi,2.02983163370177,0.0
/raid/nayak/cropped/pycrop/2014-08-23_0011/001-00000.avi,2.5981746097618625,0.0
/raid/nayak/cropped/pycrop/2020-12-05_0021/001-00000.avi,2.378687667784103,1.0
/raid/nayak/cropped/pycrop/2013-12-31_0014/001-00000.avi,1.452499988362498,1.0
/raid/nayak/cropped/pycrop/2016-02-13_0033/001-00000.avi,1.641250004840118,0.0
/raid/nayak/cropped/pycrop/2020-09-26_0013/001-00000.avi,3.1268840543623417,1.0
/raid/nayak/cropped/pycrop/2015-09-19_0001/001-00000.avi,2.6252107257587243,0.0
/raid/nayak/cropped/pycrop/2017-06-17_0031/001-00000.avi,2.3868247136216736,1.0
/raid/nayak/cropped/pycrop/2015-02-28_0037/001-00000.avi,2.4648387205870455,1.0
/raid/nayak/cropped/pycrop/2017-02-04_0006/001-00000.avi,3.337666667042634,0.0
/raid/nayak/cropped/pycrop/2017-02-04_0006/002-00001.avi,-2.0207777670356966,1.0
/raid/nayak/cropped/pycrop/2020-12-05_0042/001-00000.avi,2.5576020369369563,1.0
/raid/nayak/cropped/pycrop/2017-09-02_0010/001-00000.avi,0.7083904742555959,0.5428571428571428
/raid/nayak/cropped/pycrop/2017-09-02_0010/004-00003.avi,-1.4401515008825245,1.0
/raid/nayak/cropped/pycrop/2017-09-02_0010/003-00002.avi,1.3542246032313654,0.4473684210526316
/raid/nayak/cropped/pycrop/2017-09-02_0010/002-00001.avi,-2.0291025657769284,1.0
/raid/nayak/cropped/pycrop/2019-12-31_0017/001-00000.avi,2.343663365412319,1.0
/raid/nayak/cropped/pycrop/2017-01-14_0028/001-00000.avi,2.8417494068472666,0.0
/raid/nayak/cropped/pycrop/2014-05-10_0000/001-00000.avi,3.027194566274031,0.0
/raid/nayak/cropped/pycrop/2014-05-10_0000/003-00002.avi,1.9778985434684202,0.0
/raid/nayak/cropped/pycrop/2014-05-10_0000/002-00001.avi,-1.572864584852424,1.0
/raid/nayak/cropped/pycrop/2017-09-09_0005/001-00000.avi,-0.14619048015170155,0.0
/raid/nayak/cropped/pycrop/2017-09-09_0005/002-00001.avi,-1.7285320005537923,1.0
/raid/nayak/cropped/pycrop/2015-08-29_0012/001-00000.avi,2.127226596731735,1.0
/raid/nayak/cropped/pycrop/2015-08-29_0012/003-00002.avi,2.5255147019218582,0.0
/raid/nayak/cropped/pycrop/2015-08-29_0012/002-00001.avi,-1.8074279597021428,1.0
/raid/nayak/cropped/pycrop/2015-02-14_0015/001-00000.avi,2.530663580010519,0.0
/raid/nayak/cropped/pycrop/2015-09-26_0013/005-00004.avi,2.2561622775960384,1.0
/raid/nayak/cropped/pycrop/2015-09-26_0013/001-00000.avi,1.50822695462654,0.0
/raid/nayak/cropped/pycrop/2015-09-26_0013/004-00003.avi,-1.7082236805244495,1.0
/raid/nayak/cropped/pycrop/2015-09-26_0013/003-00002.avi,2.1444419566691586,1.0
/raid/nayak/cropped/pycrop/2015-09-26_0013/002-00001.avi,-1.7195038117980226,0.8888888888888888
/raid/nayak/cropped/pycrop/2020-12-31_0051/001-00001.avi,-2.501693759474974,0.72
/raid/nayak/cropped/pycrop/2020-12-31_0051/001-00000.avi,2.579295388833294,1.0
/raid/nayak/cropped/pycrop/2016-12-31_0058/001-00000.avi,2.0945977061701457,1.0
/raid/nayak/cropped/pycrop/2016-10-29_0000/001-00000.avi,2.653774504825181,0.0
/raid/nayak/cropped/pycrop/2013-07-06_0008/001-00000.avi,2.2861927287385315,1.0
/raid/nayak/cropped/pycrop/2018-03-10_0009/001-00000.avi,1.3644892454628021,0.0
/raid/nayak/cropped/pycrop/2016-01-23_0032/001-00000.avi,1.8402064766042527,1.0
/raid/nayak/cropped/pycrop/2016-01-23_0032/004-00003.avi,3.6110000053246814,0.0
/raid/nayak/cropped/pycrop/2016-01-23_0032/003-00002.avi,-2.3218750053041037,0.0
/raid/nayak/cropped/pycrop/2016-01-23_0032/002-00001.avi,2.165680621694416,0.0
/raid/nayak/cropped/pycrop/2016-05-28_0026/001-00000.avi,1.5396116474396204,1.0
/raid/nayak/cropped/pycrop/2017-02-04_0026/001-00000.avi,2.5738799988786383,1.0
/raid/nayak/cropped/pycrop/2017-06-03_0011/001-00000.avi,2.3904480160564505,1.0
/raid/nayak/cropped/pycrop/2015-12-31_0020/001-00000.avi,2.2453973485917578,1.0
/raid/nayak/cropped/pycrop/2014-09-20_0016/001-00000.avi,2.7720067942071527,0.0
/raid/nayak/cropped/pycrop/2014-09-20_0016/002-00001.avi,-1.9984804119549546,1.0
/raid/nayak/cropped/pycrop/2018-03-10_0011/001-00000.avi,2.105882345617207,0.375
/raid/nayak/cropped/pycrop/2018-03-10_0011/002-00001.avi,-2.0315087524631568,0.0
/raid/nayak/cropped/pycrop/2016-01-09_0027/001-00001.avi,-1.5614009644530245,0.0
/raid/nayak/cropped/pycrop/2016-01-09_0027/001-00000.avi,1.7610386428094789,0.14285714285714285
/raid/nayak/cropped/pycrop/2020-05-30_0023/001-00000.avi,2.5502469089940005,1.0
/raid/nayak/cropped/pycrop/2014-12-31_0028/001-00000.avi,2.3631216911431507,1.0
/raid/nayak/cropped/pycrop/2016-11-05_0000/001-00001.avi,-0.55500000067281,0.0
/raid/nayak/cropped/pycrop/2016-11-05_0000/001-00000.avi,ERR_short_duration,0.0
/raid/nayak/cropped/pycrop/2016-11-05_0000/001-00002.avi,1.9525833277901015,0.0
/raid/nayak/cropped/pycrop/2021-01-30_0012/001-00000.avi,1.0374485578112027,1.0
